V1,travel,sleep,work_act,household_combine,Leisure_Combine,Others,work_per_week,wage,year,education,sex,metropolitan,age,partner,child_num
1371,60,225,150,390,420,195,48,25,2003,43,1,-1,44,3,0
1377,185,485,435,55,180,100,40,16.82675,2003,43,2,-1,33,3,1
1379,193,240,465,232,280,30,36,22.4358333333,2003,44,2,-1,40,1,1
1381,90,500,475,160,30,185,37,12.7337837838,2003,39,2,-1,33,3,1
1385,180,500,420,0,160,180,60,25.9615,2003,45,1,-1,61,1,0
1388,20,360,400,170,45,445,75,33.3333333333,2003,45,1,-1,35,1,3
1402,33,510,452,180,250,15,35,4.14285714286,2003,44,2,-1,25,1,0
1403,80,535,535,1,219,70,35,18.1317142857,2003,44,2,-1,31,1,0
1406,45,745,375,0,240,35,40,8.94225,2003,39,2,-1,38,3,3
1408,70,420,685,15,130,120,60,4.4,2003,43,2,-1,53,3,0
1415,0,520,30,345,455,90,42,24.7252380952,2003,43,2,-1,39,1,1
1428,80,815,140,100,0,305,50,9.923,2003,43,2,-1,28,3,2
1429,80,405,690,35,200,30,70,29.945,2003,43,1,-1,38,1,1
1438,68,480,580,153,124,35,40,72.11525,2003,39,2,-1,47,3,1
1444,60,415,480,55,380,50,40,26.44225,2003,43,1,-1,34,3,0
1451,125,140,440,0,575,160,76,12.1456578947,2003,40,1,-1,40,1,2
1461,125,405,470,170,225,45,50,9.72,2003,39,2,-1,25,3,1
1468,30,540,525,0,345,0,45,23.3333333333,2003,43,2,-1,45,3,1
1469,100,250,735,110,200,45,50,10.53,2003,39,1,-1,34,1,3
1471,50,460,643,29,203,55,40,26.44225,2003,43,1,-1,52,1,0
1473,145,440,490,20,295,50,40,32.3075,2003,44,1,-1,46,1,0
1478,0,561,120,129,630,0,50,38.4614,2003,43,1,-1,33,1,1
1485,35,370,120,555,315,45,72,7.45333333333,2003,39,1,-1,24,1,1
1488,5,660,115,0,660,0,59,14.7966101695,2003,39,1,-1,37,1,1
1490,40,240,440,570,90,60,48,5.33333333333,2003,40,1,-1,32,1,1
1496,35,500,510,50,180,165,40,7.69225,2003,39,2,-1,35,3,2
1503,65,480,510,20,195,170,40,34.8075,2003,43,1,-1,47,2,1
1508,0,450,435,90,345,120,60,33.6538333333,2003,46,1,-1,63,3,0
1510,75,510,435,60,300,60,40,18.75,2003,44,2,-1,39,1,1
1530,40,450,490,60,260,140,40,15,2003,43,2,-1,80,3,0
1533,65,459,564,199,85,68,47,24.1406382979,2003,43,2,-1,54,1,0
1539,70,330,630,32,318,60,60,35.2563333333,2003,40,1,-1,49,1,1
1540,45,595,30,210,480,80,45,42.7348888889,2003,44,1,-1,43,1,2
1541,30,465,475,200,185,85,60,35.2563333333,2003,39,1,-1,44,1,2
1551,70,465,600,85,185,35,35,9.42857142857,2003,39,2,-1,50,1,1
1552,105,420,500,205,105,105,40,17.78825,2003,44,2,-1,33,1,2
1556,50,425,455,150,290,70,40,29.48,2003,39,1,-1,54,3,0
1562,91,364,560,130,140,155,40,13.6,2003,39,1,-1,29,1,2
1566,80,510,115,60,635,40,40,36.45825,2003,43,1,-1,44,1,2
1567,110,350,120,300,495,65,50,23.0768,2003,40,1,-1,39,1,3
1570,100,570,525,0,245,0,40,15,2003,39,1,-1,37,3,1
1581,50,345,855,0,125,65,81,6.7012345679,2003,39,1,-1,34,1,2
1584,68,510,410,107,255,90,38,17.8136842105,2003,40,2,-1,39,3,1
1585,430,385,295,60,230,40,60,20,2003,39,1,-1,35,3,0
1588,83,525,421,31,357,23,40,12.5,2003,43,1,-1,39,1,2
1604,50,480,520,90,255,45,40,18,2003,39,1,-1,42,1,2
1609,81,430,515,200,99,115,52,7.19230769231,2003,39,2,-1,52,3,0
1613,50,450,775,0,135,30,52,10.6615384615,2003,39,2,-1,50,3,0
1616,150,360,650,80,100,100,45,15.5555555556,2003,43,1,-1,48,1,2
1618,60,375,795,70,115,25,70,32.967,2003,43,1,-1,44,1,4
1624,0,630,60,305,445,0,45,8.54688888889,2003,43,2,-1,34,1,0
1626,0,690,30,225,495,0,40,34,2003,43,1,-1,61,1,0
1627,20,510,484,100,275,51,35,9,2003,39,2,-1,31,2,2
1630,58,570,45,95,672,0,50,41.92,2003,43,1,-1,47,1,0
1632,20,170,965,0,120,165,40,14.3175,2003,39,1,-1,42,3,0
1633,55,415,445,115,287,123,50,19.6152,2003,44,2,-1,51,1,0
1636,85,330,560,100,263,102,44,13.2184090909,2003,39,2,-1,57,3,0
1643,50,390,470,215,205,110,40,10,2003,39,2,-1,39,1,5
1646,60,660,525,30,165,0,40,9.61525,2003,39,1,-1,41,1,2
1648,125,240,900,25,85,65,46,20.0667391304,2003,44,2,-1,52,1,1
1649,105,435,60,435,180,225,40,8.65,2003,39,2,-1,38,1,1
1651,50,655,625,0,75,35,40,5.03125,2003,39,2,-1,21,3,1
1654,59,553,538,0,210,80,40,17.3075,2003,39,2,-1,47,1,0
1658,55,330,630,0,405,20,42,16,2003,39,1,-1,51,1,0
1659,105,360,340,55,324,256,40,9.94,2003,39,2,-1,48,3,0
1661,40,360,450,100,445,45,40,13.16,2003,39,1,-1,52,1,0
1662,100,390,473,204,233,40,40,9,2003,39,2,-1,28,2,2
1667,9,420,458,40,433,80,40,6.75,2003,40,2,-1,50,3,0
1669,190,380,408,137,255,70,40,5.769,2003,39,2,-1,44,3,1
1682,93,460,458,112,264,53,40,8,2003,39,2,-1,32,3,3
1683,95,480,530,5,215,115,40,25,2003,39,1,-1,68,1,0
1684,90,480,450,135,225,60,40,11.14,2003,42,2,-1,36,3,2
1685,157,350,480,165,183,105,45,12.8204444444,2003,40,2,-1,47,3,2
1692,138,470,259,323,70,180,45,12.8204444444,2003,39,2,-1,36,1,2
1693,180,300,930,0,30,0,60,22.5,2003,39,1,-1,35,1,2
1696,10,780,180,150,210,110,50,57.6922,2003,39,2,-1,48,1,1
1704,120,280,480,385,91,84,40,16.25,2003,40,2,-1,30,1,2
1705,35,60,1305,0,30,10,56,22.0055357143,2003,40,1,-1,50,1,0
1706,10,345,530,60,320,175,40,25.218,2003,39,1,-1,34,1,2
1713,70,350,645,45,170,160,55,27.972,2003,40,2,-1,45,1,1
1718,105,450,480,0,310,95,40,2.575,2003,43,2,-1,41,1,2
1724,49,440,450,60,361,80,40,14.71,2003,40,2,-1,31,3,1
1726,35,610,510,105,115,65,40,3.125,2003,39,2,-1,40,1,4
1727,105,462,540,267,35,31,45,26.9228888889,2003,39,2,-1,44,1,1
1730,77,530,145,335,255,98,40,14.423,2003,43,2,-1,29,1,4
1745,84,480,481,40,290,65,45,15.3844444444,2003,40,2,-1,29,3,0
1747,90,315,510,10,475,40,40,22.35575,2003,40,2,-1,54,1,1
1748,60,480,570,0,220,110,50,18,2003,39,1,-1,22,1,1
1750,42,445,539,106,171,137,45,33.3333333333,2003,44,1,-1,35,1,1
1753,20,480,510,45,295,90,40,8.07675,2003,35,2,-1,31,3,2
1754,127,420,503,0,160,230,45,42.2222222222,2003,44,1,-1,40,1,1
1756,25,400,450,50,490,25,40,11.8845,2003,43,2,-1,53,3,0
1762,60,455,285,25,500,115,40,7.78825,2003,43,1,-1,56,3,0
1769,115,345,205,5,680,90,38,8.5,2003,41,1,-1,42,3,0
1781,90,375,600,15,225,135,45,20.0853333333,2003,40,2,-1,43,1,0
1783,60,495,473,120,222,70,40,18,2003,42,2,-1,56,1,0
1785,53,420,490,185,125,167,40,10,2003,37,2,-1,35,3,3
1789,135,450,550,20,245,40,45,30.7691111111,2003,44,1,-1,34,1,2
1793,50,415,485,277,73,140,40,14.4,2003,43,2,-1,33,1,3
1799,93,360,592,0,210,185,50,26.1538,2003,39,1,-1,61,3,0
1802,100,540,30,505,205,60,50,19,2003,43,2,-1,44,3,0
1805,70,585,480,20,235,50,50,38.4614,2003,40,1,-1,36,1,3
1812,187,500,300,232,155,66,40,5,2003,40,2,-1,39,2,2
1815,95,570,185,25,545,20,40,36.85,2003,40,1,-1,50,1,0
1816,50,520,480,0,370,20,42,16.1428571429,2003,39,1,-1,33,3,1
1820,48,271,464,0,609,48,40,11,2003,39,1,-1,23,3,0
1823,110,435,680,0,135,80,45,23.5042222222,2003,44,1,-1,59,1,0
1843,103,395,285,487,140,30,42,17.9047619048,2003,41,2,-1,37,1,3
1846,10,180,1030,0,150,70,60,8.97433333333,2003,43,2,-1,51,1,0
1848,65,480,465,320,50,60,40,9.825,2003,40,2,-1,32,3,0
1850,44,405,518,20,362,91,40,20.19225,2003,43,1,-1,27,3,0
1854,153,390,473,58,241,125,40,14.27,2003,41,2,-1,35,1,2
1867,0,570,90,450,270,60,70,21.978,2003,43,1,-1,37,1,3
1873,66,332,421,75,438,108,40,8.65,2003,39,2,-1,42,3,1
1877,40,570,335,0,245,250,60,9.93583333333,2003,45,1,-1,55,1,0
1879,75,320,72,123,775,75,57,26.9905263158,2003,37,1,-1,56,3,0
1886,60,240,700,0,60,380,40,8.4,2003,39,1,-1,39,3,2
1898,35,285,350,405,265,100,40,15.701,2003,39,2,-1,29,1,2
1900,30,420,750,10,200,30,62,6.65870967742,2003,40,1,-1,50,1,2
1914,65,165,485,120,530,75,60,23.3333333333,2003,43,1,-1,34,1,2
1917,95,360,420,288,127,150,40,29.1665,2003,45,2,-1,50,1,2
1921,90,465,535,50,250,50,40,16.82675,2003,39,1,-1,40,1,1
1925,60,575,423,92,255,35,40,15.95,2003,39,2,-1,43,1,0
1931,90,480,615,0,255,0,50,27.6922,2003,40,1,-1,41,1,0
1933,80,435,435,200,195,95,40,19.23075,2003,40,2,-1,39,1,2
1939,60,235,480,165,455,45,40,15.3845,2003,40,2,-1,57,3,0
1948,15,475,410,110,400,30,40,7.2115,2003,40,1,-1,58,3,0
1951,65,390,570,70,315,30,40,14.90175,2003,39,1,-1,48,3,0
1957,142,450,476,67,175,130,42,20.2580952381,2003,43,2,-1,40,1,2
1959,190,335,540,195,80,100,40,38.4615,2003,43,2,-1,34,1,3
1960,70,450,510,0,380,30,40,13,2003,39,1,-1,53,3,0
1963,107,440,783,35,30,45,50,57.6922,2003,43,1,-1,34,1,1
1976,335,260,510,20,245,70,55,20.9789090909,2003,42,2,-1,37,1,1
1989,50,625,485,40,215,25,45,7.11111111111,2003,32,1,-1,37,1,4
1990,135,525,405,60,240,75,46,11.0869565217,2003,33,1,-1,47,1,3
1993,85,560,485,30,215,65,45,7.17933333333,2003,40,1,-1,23,3,0
2003,82,390,516,0,420,32,50,34.054,2003,46,1,-1,55,1,0
2006,90,510,540,0,75,225,40,12,2003,32,1,-1,27,1,1
2007,30,450,510,0,430,20,40,17.3075,2003,42,1,-1,48,3,0
2009,15,285,360,0,765,15,75,13.3333333333,2003,40,1,-1,25,2,1
2019,155,395,515,0,300,75,45,15.8333333333,2003,39,1,-1,21,3,0
2020,21,534,10,575,180,120,50,25,2003,43,1,-1,26,1,2
2023,55,330,485,195,345,30,40,12.7,2003,39,2,-1,27,1,2
2025,200,450,295,215,235,45,40,47.56725,2003,43,1,-1,55,3,0
2030,120,90,345,85,290,510,40,38.4615,2003,44,2,-1,56,3,0
2037,45,410,560,0,180,245,50,30.7692,2003,43,1,-1,32,1,2
2049,100,480,575,30,195,60,50,50,2003,44,1,-1,31,3,0
2050,110,525,435,15,345,10,35,39.2857142857,2003,44,2,-1,35,3,0
2051,100,505,555,0,210,70,45,27.7777777778,2003,43,1,-1,30,1,0
2059,65,548,535,72,95,125,50,12,2003,41,1,-1,57,1,1
2060,75,510,490,65,250,50,40,24.03825,2003,43,1,-1,38,1,3
2076,90,615,525,0,100,110,40,16.25,2003,40,2,-1,48,1,0
2093,161,430,495,0,244,110,40,18.75,2003,39,1,-1,69,3,0
2106,129,510,480,0,276,45,40,18,2003,39,1,-1,68,1,0
2108,110,480,85,355,305,105,45,21.3888888889,2003,39,1,-1,35,1,2
2111,95,360,740,105,80,60,65,28.6981538462,2003,43,1,-1,31,2,0
2118,90,510,495,30,270,45,48,15.2241666667,2003,43,1,-1,49,3,0
2121,125,280,465,180,165,225,50,8.5,2003,40,2,-1,46,1,0
2122,55,505,465,50,275,90,37,9.37,2003,41,1,-1,54,1,0
2123,20,480,710,15,185,30,50,16.5384,2003,40,2,-1,57,3,0
2127,93,487,495,5,315,45,40,14.423,2003,43,1,-1,40,3,0
2128,20,360,470,60,470,60,40,6.25,2003,39,2,-1,48,1,1
2130,234,290,123,295,315,183,45,47.0084444444,2003,41,2,-1,48,3,0
2133,40,730,120,85,445,20,40,14,2003,39,2,-1,43,1,2
2135,40,390,505,30,445,30,40,10,2003,40,1,-1,22,3,0
2137,255,225,480,30,270,180,40,10.98,2003,41,2,-1,26,2,1
2140,65,390,535,270,120,60,40,10,2003,42,2,-1,31,1,3
2141,155,545,635,0,85,20,37,6.5,2003,39,1,-1,32,3,0
2144,45,330,865,85,30,85,82,4.19512195122,2003,43,1,-1,41,1,3
2148,70,565,560,225,20,0,40,11,2003,40,2,-1,35,3,4
2152,31,545,494,300,0,70,35,3.42857142857,2003,39,2,-1,22,3,1
2160,93,435,568,222,50,72,40,15.488,2003,39,2,-1,46,1,0
2163,110,460,750,60,60,0,40,7.5,2003,43,1,-1,45,1,0
2164,115,480,366,260,145,74,40,19.4,2003,43,2,-1,55,3,0
2169,30,660,545,0,25,180,50,30.18,2003,39,1,-1,49,3,0
2170,435,390,525,0,60,30,55,15.4545454545,2003,43,1,-1,37,3,0
2171,65,480,5,459,65,366,45,9.82888888889,2003,40,2,-1,43,1,2
2176,125,480,450,225,80,80,50,16.013,2003,42,2,-1,33,3,1
2179,106,400,512,159,198,65,40,21.99225,2003,39,2,-1,36,3,1
2182,85,500,485,130,175,65,40,10,2003,40,2,-1,38,1,0
2188,169,360,340,45,436,90,41,24.7317073171,2003,39,1,-1,32,3,0
2193,180,400,605,40,165,50,40,45.19225,2003,44,1,-1,44,1,2
2202,30,695,415,20,270,10,40,6.3,2003,39,1,-1,32,1,0
2208,135,450,520,135,45,155,55,18.1818181818,2003,43,1,-1,26,1,0
2211,105,480,570,20,215,50,40,13.269,2003,44,2,-1,53,3,3
2216,52,450,460,133,270,75,40,34.65,2003,41,1,-1,33,1,1
2222,125,465,495,20,170,165,40,32.69225,2003,40,1,-1,62,1,0
2225,125,330,465,265,225,30,42,13.7442857143,2003,40,2,-1,33,3,3
2226,45,480,485,110,305,15,40,11.68,2003,40,1,-1,50,3,0
2227,105,505,700,3,90,37,40,16.7685,2003,39,1,-1,39,3,0
2228,30,480,635,0,265,30,50,12.5,2003,39,1,-1,38,3,0
2232,96,165,325,240,499,115,48,24.0383333333,2003,40,1,-1,51,1,0
2233,55,450,630,95,115,95,55,25.4545454545,2003,42,1,-1,49,1,0
2240,70,450,570,40,280,30,55,9.61527272727,2003,42,2,-1,42,1,2
2248,25,475,585,100,210,45,50,34.2306,2003,43,1,-1,47,1,4
2250,55,525,580,70,140,70,44,12.0627272727,2003,42,2,-1,24,1,0
2262,0,570,360,60,210,240,50,9.2306,2003,43,1,-1,47,1,2
2269,84,300,245,61,750,0,40,10.625,2003,40,1,-1,53,1,0
2271,50,360,490,20,500,20,45,11.1111111111,2003,42,1,-1,36,1,1
2272,35,405,735,10,210,45,42,19.2307142857,2003,39,1,-1,44,1,0
2273,67,370,943,0,60,0,65,13.3135384615,2003,39,2,-1,42,3,0
2274,75,435,545,200,140,45,50,57.6922,2003,43,1,-1,41,1,2
2275,20,525,455,32,383,25,40,13.3,2003,39,1,-1,29,1,1
2276,26,360,365,109,575,5,56,5.17857142857,2003,39,2,-1,40,3,1
2281,55,450,485,45,375,30,40,31.25,2003,43,1,-1,26,1,1
2282,70,480,460,0,110,320,40,15,2003,41,2,-1,63,1,0
2283,45,360,655,35,265,80,60,11.8588333333,2003,39,1,-1,57,3,0
2285,39,300,480,35,233,353,43,13.9534883721,2003,40,1,-1,40,1,0
2287,24,355,776,135,55,95,50,11.923,2003,43,2,-1,27,3,0
2291,77,500,475,55,95,238,40,31.725,2003,43,2,-1,53,3,0
2292,40,400,480,0,267,253,40,13.2,2003,39,1,-1,61,1,0
2293,0,480,315,0,585,60,40,22.5,2003,42,1,-1,33,1,2
2294,25,540,120,485,270,0,40,17.3075,2003,40,2,-1,44,1,1
2300,60,510,490,195,155,30,40,57.69225,2003,44,1,-1,46,1,2
2301,70,435,530,150,190,65,48,32.451875,2003,43,1,-1,40,1,2
2305,50,420,280,210,480,0,60,10.8333333333,2003,43,1,-1,35,1,2
2306,30,690,210,360,90,60,40,14,2003,43,2,-1,55,3,2
2311,35,530,180,10,405,280,50,57.6922,2003,45,1,-1,57,3,0
2312,55,555,120,0,645,65,44,34.965,2003,43,1,-1,44,1,2
2314,16,654,440,40,155,135,40,3.4615,2003,39,2,-1,52,3,0
2317,100,346,719,105,115,55,60,19.8716666667,2003,40,1,-1,41,1,1
2321,65,440,640,110,120,65,60,16.6666666667,2003,44,1,-1,39,1,2
2322,195,420,510,25,115,175,40,28.846,2003,43,2,-1,46,1,0
2324,110,320,825,15,50,120,70,35.7142857143,2003,46,2,-1,56,1,0
2325,15,60,1335,0,23,7,99,9.71242424242,2003,46,1,-1,33,1,1
2340,0,480,85,680,180,15,40,16.15375,2003,44,2,-1,36,1,1
2343,24,418,493,0,295,210,40,9.61525,2003,39,2,-1,67,1,0
2347,50,518,290,347,135,100,45,13.8888888889,2003,39,2,-1,28,3,1
2348,16,712,112,0,600,0,45,15.8973333333,2003,40,1,-1,50,1,0
2358,65,280,704,90,210,91,48,20.5,2003,40,2,-1,44,2,0
2359,315,235,375,0,445,70,40,16.25,2003,39,1,-1,35,1,2
2361,570,420,30,100,320,0,84,19.2307142857,2003,43,1,-1,39,3,0
2362,100,555,480,5,225,75,42,12.380952381,2003,44,2,-1,42,3,1
2368,120,450,540,90,210,30,50,35.3846,2003,43,1,-1,40,1,3
2373,55,120,400,175,390,300,40,10.575,2003,36,2,-1,58,3,0
2376,10,465,535,45,325,60,45,23.5042222222,2003,43,1,-1,40,1,0
2379,0,600,30,5,790,15,50,28.846,2003,43,2,-1,44,1,0
2380,22,395,477,17,305,224,40,17,2003,39,2,-1,58,1,2
2382,75,505,60,90,525,185,40,43.269,2003,46,1,-1,60,1,0
2384,150,430,440,20,265,135,37,50,2003,39,2,-1,37,3,0
2386,60,420,420,90,390,60,37,46.7772972973,2003,40,2,-1,45,3,0
2387,80,420,570,0,330,40,45,39.7435555556,2003,44,2,-1,39,3,0
2388,100,455,500,5,30,350,55,12.0103636364,2003,39,1,-1,22,3,0
2389,50,435,765,35,100,55,60,48.0768333333,2003,39,1,-1,35,1,0
2395,190,420,515,0,270,45,40,32.69225,2003,44,1,-1,35,3,0
2399,25,615,500,10,240,50,40,10.57,2003,37,2,-1,53,3,0
2409,37,525,428,65,365,20,40,17.78825,2003,43,1,-1,38,1,1
2415,120,600,120,320,210,70,48,20.8333333333,2003,39,1,-1,29,1,2
2419,30,270,475,45,570,50,40,32.8945,2003,44,1,-1,46,1,1
2426,125,485,315,315,120,80,40,22.11525,2003,44,2,-1,37,1,1
2427,75,465,457,63,335,45,40,11.53,2003,39,2,-1,42,1,1
2429,415,240,430,130,220,5,40,9,2003,41,2,-1,32,3,0
2431,190,420,360,37,243,190,50,13.4614,2003,40,2,-1,41,3,0
2433,40,465,750,0,110,75,65,38.4615384615,2003,40,1,-1,49,1,2
2434,125,415,495,145,185,75,40,25.48075,2003,40,1,-1,37,1,2
2436,40,600,45,330,355,70,45,20,2003,46,2,-1,26,3,0
2439,55,525,30,397,363,70,40,43.269,2003,44,1,-1,46,1,3
2448,60,450,700,85,20,125,35,2,2003,39,2,-1,48,1,1
2452,40,450,495,300,120,35,45,26.9228888889,2003,43,1,-1,41,1,3
2460,50,270,520,165,345,90,42,31.5933333333,2003,44,2,-1,38,1,0
2464,20,615,120,385,300,0,79,6.07594936709,2003,41,1,-1,43,1,2
2468,88,375,515,185,172,105,40,15,2003,40,2,-1,32,3,0
2473,45,525,455,85,180,150,40,3.45,2003,40,2,-1,49,1,0
2474,30,450,480,90,280,110,40,14.729,2003,39,2,-1,56,1,0
2478,65,465,460,55,285,110,40,21.6345,2003,41,1,-1,59,1,0
2479,90,465,500,85,120,180,40,21.346,2003,44,2,-1,38,1,1
2482,122,355,351,316,234,62,45,7.22222222222,2003,42,2,-1,29,3,2
2490,22,615,613,5,120,65,45,34.188,2003,46,1,-1,56,3,0
2498,131,331,539,6,268,165,40,15,2003,40,1,-1,26,3,0
2504,101,479,515,35,115,195,40,11.77875,2003,43,2,-1,39,3,0
2509,34,415,392,19,410,170,40,19.25,2003,39,2,-1,58,3,0
2510,20,480,493,37,375,35,40,9,2003,39,2,-1,45,3,0
2518,20,508,402,60,420,30,60,13.7806666667,2003,43,2,-1,49,1,0
2521,76,435,498,82,163,186,40,14.625,2003,39,2,-1,40,1,2
2522,35,510,180,0,395,320,60,15.3845,2003,46,1,-1,37,1,0
2526,270,510,510,0,80,70,65,13.3135384615,2003,38,1,-1,48,1,0
2535,65,514,490,161,210,0,40,15.3845,2003,33,1,-1,59,1,0
2538,80,640,475,0,200,45,40,23,2003,34,1,-1,26,1,3
2539,107,393,450,60,320,110,58,6.03448275862,2003,36,1,-1,26,1,2
2540,62,570,270,0,418,120,40,14.423,2003,43,2,-1,50,1,0
2543,345,313,5,148,346,283,47,17.0212765957,2003,39,1,-1,40,1,0
2544,90,450,510,0,385,5,45,17.7777777778,2003,41,1,-1,54,3,0
2545,60,435,600,115,140,90,50,20.7692,2003,43,1,-1,31,3,0
2546,0,600,30,605,115,90,45,13.6751111111,2003,43,2,-1,39,1,2
2550,70,565,294,251,170,90,40,42.06725,2003,42,2,-1,41,3,1
2556,55,360,675,70,250,30,56,26.7857142857,2003,39,1,-1,60,3,0
2568,40,560,600,0,185,55,55,10.9090909091,2003,39,1,-1,45,1,0
2569,138,385,484,142,227,64,43,49.1948837209,2003,44,1,-1,50,1,3
2581,120,390,590,130,90,120,45,32.0511111111,2003,43,1,-1,32,1,1
2593,79,425,472,45,324,95,40,22.03,2003,40,1,-1,40,3,0
2596,120,535,120,180,455,30,45,15.8117777778,2003,43,2,-1,53,1,0
2609,70,622,540,0,150,58,54,2.77777777778,2003,37,1,-1,22,3,0
2619,75,373,495,280,145,72,45,20.0777777778,2003,43,2,-1,36,1,2
2628,57,448,525,10,80,320,50,16.346,2003,43,1,-1,23,3,0
2631,115,450,142,8,465,260,36,9.44444444444,2003,43,2,-1,48,3,0
2636,60,510,490,210,60,110,40,8,2003,39,2,-1,52,1,0
2643,134,643,538,0,75,50,48,15.1041666667,2003,33,1,-1,44,1,3
2644,130,450,480,60,170,150,40,18.00625,2003,37,2,-1,47,1,1
2646,0,660,190,0,530,60,70,10.989,2003,39,1,-1,41,1,2
2652,93,510,583,65,110,79,40,8.65375,2003,43,2,-1,48,1,1
2653,40,538,28,189,443,202,44,17.4825,2003,43,1,-1,31,1,1
2657,101,555,524,28,197,35,44,12.5,2003,39,1,-1,47,1,1
2659,128,465,493,79,180,95,44,13.5488636364,2003,44,2,-1,31,3,1
2667,211,360,420,9,250,190,40,9.25,2003,44,1,-1,78,1,0
2676,215,419,494,146,105,61,45,29.9126666667,2003,43,2,-1,45,1,2
2684,80,515,715,0,100,30,40,20.006,2003,41,2,-1,22,3,0
2688,135,420,450,0,243,192,40,7,2003,39,2,-1,38,1,0
2693,0,595,90,110,570,75,40,12.23075,2003,44,1,-1,51,3,0
2696,40,510,50,45,380,415,42,19.6885714286,2003,44,1,-1,40,1,3
2697,90,585,600,30,105,30,40,15.625,2003,43,1,-1,22,3,0
2701,165,410,427,15,143,280,40,16.82675,2003,39,2,-1,36,3,0
2703,60,420,768,2,155,35,52,18.4807692308,2003,39,1,-1,57,1,0
2707,80,343,645,85,230,57,50,13.846,2003,41,1,-1,47,1,0
2715,99,360,547,142,245,47,41,19.6997560976,2003,41,2,-1,33,1,2
2716,98,530,645,68,75,24,52,9.23076923077,2003,39,1,-1,39,1,2
2718,75,490,475,35,125,240,55,6.90909090909,2003,43,2,-1,26,1,0
2720,47,480,525,175,193,20,40,11,2003,39,2,-1,28,1,2
2734,55,600,500,0,225,60,47,7,2003,34,1,-1,71,1,0
2735,16,428,408,3,455,130,35,9.89,2003,43,2,-1,55,3,1
2738,50,450,490,30,330,90,40,47,2003,43,1,-1,54,1,0
2739,69,480,480,73,303,35,40,25,2003,39,1,-1,35,3,1
2741,14,420,592,15,383,16,40,39.423,2003,43,1,-1,58,3,0
2745,22,420,685,3,292,18,50,18.4614,2003,40,1,-1,30,2,1
2746,50,495,550,175,40,130,37,11.5027027027,2003,39,2,-1,53,3,2
2747,80,420,200,370,310,60,40,11.53825,2003,42,2,-1,42,3,2
2758,125,510,435,61,199,110,40,20.96,2003,39,1,-1,48,1,2
2761,25,550,195,95,430,145,40,22.2,2003,39,1,-1,43,1,2
2762,20,480,120,222,563,35,40,30,2003,43,1,-1,41,1,1
2764,177,370,190,134,196,373,35,25,2003,43,2,-1,41,1,1
2769,30,480,480,150,195,105,48,12.35,2003,40,1,-1,29,3,0
2772,60,540,690,15,60,75,60,20.8333333333,2003,43,1,-1,39,1,2
2775,37,415,504,103,286,95,40,8.84,2003,39,1,-1,43,3,0
2777,20,460,660,0,225,75,45,38.4613333333,2003,40,1,-1,50,1,0
2779,60,480,630,0,270,0,40,72.11525,2003,43,1,-1,55,3,0
2781,107,259,431,73,450,120,45,12.1777777778,2003,39,1,-1,52,3,0
2789,115,390,525,103,205,102,40,14,2003,43,1,-1,53,1,0
2790,45,330,780,0,240,45,50,14,2003,39,1,-1,50,1,0
2791,45,375,480,140,275,125,50,14.9768,2003,39,1,-1,44,3,0
2792,90,505,470,20,325,30,40,11,2003,33,1,-1,39,3,1
2793,45,550,496,44,300,5,40,15.5,2003,40,1,-1,32,1,1
2796,135,440,510,90,135,130,43,7.45697674419,2003,39,2,-1,47,3,0
2800,105,495,410,35,350,45,40,7.4,2003,33,2,-1,30,1,5
2803,60,480,540,35,295,30,40,10.5,2003,43,2,-1,25,2,0
2804,48,620,477,50,220,25,40,23.65375,2003,39,1,-1,26,2,0
2807,58,405,480,125,247,125,40,13.34225,2003,39,2,-1,57,3,0
2813,155,303,540,17,200,225,100,6.304,2003,39,2,-1,46,1,1
2814,88,570,515,100,132,35,45,17.6977777778,2003,40,2,-1,29,2,1
2817,91,415,499,90,190,155,45,18.8888888889,2003,42,2,-1,43,1,1
2832,30,395,740,20,225,30,40,9,2003,39,1,-1,33,1,1
2833,35,590,540,0,215,60,45,18.7911111111,2003,40,1,-1,42,3,0
2841,50,475,360,465,90,0,40,10.625,2003,40,1,-1,39,1,2
2847,30,585,5,505,300,15,40,25,2003,42,2,-1,50,1,0
2848,175,510,435,45,125,150,40,34.35,2003,41,1,-1,32,1,2
2860,30,435,570,130,225,50,40,29.25,2003,35,1,-1,59,2,0
2873,160,670,300,100,131,79,40,7.625,2003,40,2,-1,38,1,1
2874,20,600,500,0,300,20,55,7,2003,42,1,-1,27,1,1
2875,50,446,375,20,162,387,43,16.3627906977,2003,39,1,-1,31,1,2
2884,177,457,550,75,146,35,48,15.8333333333,2003,36,1,-1,50,1,1
2888,78,470,102,140,285,365,40,20.625,2003,43,1,-1,42,3,1
2889,75,555,460,241,104,5,52,7.21153846154,2003,39,2,-1,32,1,5
2892,82,463,495,5,270,125,36,9.77777777778,2003,34,1,-1,62,1,0
2894,106,420,549,28,252,85,40,14.90375,2003,40,1,-1,56,1,0
2895,40,333,992,0,30,45,48,13.3733333333,2003,42,2,-1,36,3,2
2901,95,540,480,2,40,283,40,13.87,2003,39,2,-1,50,1,0
2902,80,375,455,35,370,125,40,17,2003,40,2,-1,58,3,0
2919,115,405,510,110,300,0,50,23.2,2003,37,1,-1,39,1,1
2921,155,180,570,110,320,105,45,23.5042222222,2003,39,2,-1,52,3,1
